state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,version,party_simplified
LOUISIANA,LA,22,72,45,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,FALSE,536,2148062,20210113,OTHER
LOUISIANA,LA,22,72,45,"WEST, KANYE",THE BIRTHDAY PARTY,FALSE,4897,2148062,20210113,OTHER
LOUISIANA,LA,22,72,45,"HAMMONS, BILL",UNITY PARTY,FALSE,662,2148062,20210113,OTHER
MAINE,ME,23,11,2,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,435072,828305,20210113,DEMOCRAT
MAINE,ME,23,11,2,"JORGENSEN, JO",LIBERTARIAN,FALSE,14152,828305,20210113,LIBERTARIAN
MAINE,ME,23,11,2,"TRUMP, DONALD J.",REPUBLICAN,FALSE,360737,828305,20210113,REPUBLICAN
MAINE,ME,23,11,2,"HAWKINS, HOWIE",GREEN,FALSE,8230,828305,20210113,OTHER
MAINE,ME,23,11,2,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,1183,828305,20210113,OTHER
MAINE,ME,23,11,2,,,TRUE,87,828305,20210113,OTHER
MAINE,ME,23,11,2,BLANK VOTES,,FALSE,8844,828305,20210113,OTHER
MARYLAND,MD,24,52,52,"TRUMP, DONALD J.",REPUBLICAN,FALSE,976414,3037030,20210113,REPUBLICAN
MARYLAND,MD,24,52,52,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1985023,3037030,20210113,DEMOCRAT
MARYLAND,MD,24,52,52,"JORGENSEN, JO",LIBERTARIAN,FALSE,33488,3037030,20210113,LIBERTARIAN
MARYLAND,MD,24,52,52,"HAWKINS, HOWIE",GREEN,FALSE,15799,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"SEGAL, JEROME M.",BREAD AND ROSES,FALSE,5884,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"BALL, DENNIS ANDREW",,TRUE,8,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"BELLAR, BARBARA",,TRUE,23,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,4,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,795,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"CELLA, TODD",INDEPENDENT,TRUE,11,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"CHARLES, MARK",INDEPENDENT,TRUE,30,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"COLLINS, PHIL",INDEPENDENT,TRUE,10,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,TRUE,26,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"HOEFLING, TOM",NON-AFFILIATED,TRUE,11,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"HOWARD, SHAWN W.",,TRUE,20,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"LEE, JOHNSON",,TRUE,1,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"PIERCE, BROCK",INDEPENDENT,TRUE,16,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"ROUSE, DEBORAH",,TRUE,6,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"SHERRILL, PETER",,TRUE,3,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,131,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"WELLS, KASEY",NON-AFFILIATED,TRUE,5,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"WEST, KANYE",THE BIRTHDAY PARTY,TRUE,1117,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,125,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"RALEY, ALBERT",,NA,32,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,"SCHAWLB, BENJAMIN",,NA,3,3037030,20210113,OTHER
MARYLAND,MD,24,52,52,,,NA,18045,3037030,20210113,OTHER
MASSACHUSETTS,MA,25,14,3,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2382202,3658005,20210113,DEMOCRAT
MASSACHUSETTS,MA,25,14,3,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1167202,3658005,20210113,REPUBLICAN
MASSACHUSETTS,MA,25,14,3,"JORGENSEN, JO",LIBERTARIAN,FALSE,47013,3658005,20210113,LIBERTARIAN
MASSACHUSETTS,MA,25,14,3,"HAWKINS, HOWIE",GREEN-RAINBOW,FALSE,18658,3658005,20210113,OTHER
MASSACHUSETTS,MA,25,14,3,BLANK VOTES,,FALSE,26603,3658005,20210113,OTHER
MASSACHUSETTS,MA,25,14,3,,,TRUE,16327,3658005,20210113,OTHER
MICHIGAN,MI,26,34,23,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2804040,5539302,20210113,DEMOCRAT
MICHIGAN,MI,26,34,23,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2649852,5539302,20210113,REPUBLICAN
MICHIGAN,MI,26,34,23,"JORGENSEN, JO",LIBERTARIAN,FALSE,60381,5539302,20210113,LIBERTARIAN
MICHIGAN,MI,26,34,23,"BLANKENSHIP, DON",US TAXPAYERS PARTY,FALSE,7235,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"HAWKINS, HOWIE",GREEN,FALSE,13718,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"DE LA FUENTE, ROQUE """"ROCKY""""",NATURAL LAW,FALSE,2986,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,963,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"HOEFLING, TOM",,TRUE,32,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"HUNTER, TARA RENEE",,TRUE,1,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,89,5539302,20210113,OTHER
MICHIGAN,MI,26,34,23,"WELLS, KASEY",NON-AFFILIATED,TRUE,5,5539302,20210113,OTHER
MINNESOTA,MN,27,41,33,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1484065,3277171,20210113,REPUBLICAN
MINNESOTA,MN,27,41,33,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1717077,3277171,20210113,DEMOCRAT
MINNESOTA,MN,27,41,33,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,5611,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"HAWKINS, HOWIE",GREEN,FALSE,10033,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"WEST, KANYE",INDEPENDENT,FALSE,7940,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"PIERCE, BROCK",INDEPENDENT,FALSE,5651,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,FALSE,1210,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,FALSE,643,3277171,20210113,OTHER
MINNESOTA,MN,27,41,33,"JORGENSEN, JO",LIBERTARIAN,FALSE,34976,3277171,20210113,LIBERTARIAN
MINNESOTA,MN,27,41,33,,,TRUE,9965,3277171,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,539398,1313759,20210113,DEMOCRAT
MISSISSIPPI,MS,28,64,46,"TRUMP, DONALD J.",REPUBLICAN,FALSE,756764,1313759,20210113,REPUBLICAN
MISSISSIPPI,MS,28,64,46,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,1279,1313759,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,FALSE,1161,1313759,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"COLLINS, PHIL",INDEPENDENT,FALSE,1317,1313759,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"HAWKINS, HOWIE",GREEN,FALSE,1498,1313759,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"JORGENSEN, JO",LIBERTARIAN,FALSE,8026,1313759,20210113,LIBERTARIAN
MISSISSIPPI,MS,28,64,46,"PIERCE, BROCK",INDEPENDENT,FALSE,659,1313759,20210113,OTHER
MISSISSIPPI,MS,28,64,46,"WEST, KANYE",INDEPENDENT,FALSE,3657,1313759,20210113,OTHER
MISSOURI,MO,29,43,34,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1718736,3025962,20210113,REPUBLICAN
MISSOURI,MO,29,43,34,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1253014,3025962,20210113,DEMOCRAT
MISSOURI,MO,29,43,34,"JORGENSEN, JO",LIBERTARIAN,FALSE,41205,3025962,20210113,LIBERTARIAN
MISSOURI,MO,29,43,34,"HAWKINS, HOWIE",GREEN,FALSE,8283,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,3919,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,,,TRUE,0,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,"WELLS, KASEY",NON-AFFILIATED,TRUE,3,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,74,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,664,3025962,20210113,OTHER
MISSOURI,MO,29,43,34,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,64,3025962,20210113,OTHER
MONTANA,MT,30,81,64,"JORGENSEN, JO",LIBERTARIAN,FALSE,15252,603674,20210113,LIBERTARIAN
MONTANA,MT,30,81,64,"TRUMP, DONALD J.",REPUBLICAN,FALSE,343602,603674,20210113,REPUBLICAN
MONTANA,MT,30,81,64,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,244786,603674,20210113,DEMOCRAT
MONTANA,MT,30,81,64,"BELLAR, BARBARA",,TRUE,2,603674,20210113,OTHER
MONTANA,MT,30,81,64,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,6,603674,20210113,OTHER
MONTANA,MT,30,81,64,"CHARLES, MARK",INDEPENDENT,TRUE,23,603674,20210113,OTHER
MONTANA,MT,30,81,64,"HOEFLING, TOM",,TRUE,3,603674,20210113,OTHER
NEBRASKA,NE,31,46,35,"TRUMP, DONALD J.",REPUBLICAN,FALSE,556846,956383,20210113,REPUBLICAN
NEBRASKA,NE,31,46,35,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,374583,956383,20210113,DEMOCRAT
NEBRASKA,NE,31,46,35,"JORGENSEN, JO",LIBERTARIAN,FALSE,20283,956383,20210113,LIBERTARIAN
NEBRASKA,NE,31,46,35,,,TRUE,4671,956383,20210113,OTHER
NEVADA,NV,32,88,65,"JORGENSEN, JO",LIBERTARIAN,FALSE,14783,1405376,20210113,LIBERTARIAN
NEVADA,NV,32,88,65,"TRUMP, DONALD J.",REPUBLICAN,FALSE,669890,1405376,20210113,REPUBLICAN
NEVADA,NV,32,88,65,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,703486,1405376,20210113,DEMOCRAT
NEVADA,NV,32,88,65,"BLANKENSHIP, DON",INDEPENDENT AMERICAN PARTY,FALSE,3138,1405376,20210113,OTHER
NEVADA,NV,32,88,65,,,TRUE,14079,1405376,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"JORGENSEN, JO",LIBERTARIAN,FALSE,13235,806182,20210113,LIBERTARIAN
NEW HAMPSHIRE,NH,33,12,4,"TRUMP, DONALD J.",REPUBLICAN,FALSE,365654,806182,20210113,REPUBLICAN
NEW HAMPSHIRE,NH,33,12,4,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,424921,806182,20210113,DEMOCRAT
NEW HAMPSHIRE,NH,33,12,4,"BUTTIGIEG, PETE",,TRUE,47,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"CUOMO, ANDREW",,TRUE,14,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"GABBARD, TULSI",,TRUE,142,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"HAWKINS, HOWIE",GREEN,TRUE,217,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"HUCKABEE, MIKE",,TRUE,10,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"KASICH, JOHN",,TRUE,67,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"KLOBUCHAR, AMY",,TRUE,19,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"OBAMA, MICHELLE",,TRUE,10,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"PAUL, RON",,TRUE,13,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"PENCE, MIKE",,TRUE,56,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"RICE, CONDOLEEZA",,TRUE,12,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"ROMNEY, MITT",,TRUE,170,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"SANDERS, BERNIE",,TRUE,192,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"SHAHEEN, JEANNE",,TRUE,14,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"SUNUNU, CHRIS",,TRUE,46,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"SUPREME, VERMIN",,TRUE,22,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"WELD, BILL",,TRUE,23,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"WEST, KANYE",,TRUE,82,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,"YANG, ANDREW",,TRUE,58,806182,20210113,OTHER
NEW HAMPSHIRE,NH,33,12,4,,,TRUE,1158,806182,20210113,OTHER
NEW JERSEY,NJ,34,22,12,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1883274,4549353,20210113,REPUBLICAN
NEW JERSEY,NJ,34,22,12,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2608335,4549353,20210113,DEMOCRAT
NEW JERSEY,NJ,34,22,12,"JORGENSEN, JO",LIBERTARIAN,FALSE,31677,4549353,20210113,LIBERTARIAN
NEW JERSEY,NJ,34,22,12,"HAWKINS, HOWIE",GREEN,FALSE,14202,4549353,20210113,OTHER
NEW JERSEY,NJ,34,22,12,"HAMMONS, BILL",UNITY PARTY,FALSE,3255,4549353,20210113,OTHER
NEW JERSEY,NJ,34,22,12,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,2954,4549353,20210113,OTHER
NEW JERSEY,NJ,34,22,12,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,FALSE,2928,4549353,20210113,OTHER
NEW JERSEY,NJ,34,22,12,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,2728,4549353,20210113,OTHER
NEW MEXICO,NM,35,85,66,"HAWKINS, HOWIE",GREEN,FALSE,4426,923965,20210113,OTHER
NEW MEXICO,NM,35,85,66,"JORGENSEN, JO",LIBERTARIAN,FALSE,12585,923965,20210113,LIBERTARIAN
NEW MEXICO,NM,35,85,66,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,501614,923965,20210113,DEMOCRAT
NEW MEXICO,NM,35,85,66,"TITTLE, SHEILA ""SAMM""",CONSTITUTION PARTY,FALSE,1806,923965,20210113,OTHER
NEW MEXICO,NM,35,85,66,"TRUMP, DONALD J.",REPUBLICAN,FALSE,401894,923965,20210113,REPUBLICAN
NEW MEXICO,NM,35,85,66,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,FALSE,1640,923965,20210113,OTHER
NEW YORK,NY,36,21,13,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,5230985,8661735,20210113,DEMOCRAT
NEW YORK,NY,36,21,13,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3244798,8661735,20210113,REPUBLICAN
NEW YORK,NY,36,21,13,"HAWKINS, HOWIE",GREEN,FALSE,32753,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"JORGENSEN, JO",LIBERTARIAN,FALSE,60234,8661735,20210113,LIBERTARIAN
NEW YORK,NY,36,21,13,"PIERCE, BROCK",INDEPENDENT,FALSE,22587,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,805,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,TRUE,376,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"WELLS, KASEY",INDEPENDENT,TRUE,3,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"MANIMAS, JOHN",,TRUE,2,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"HOWARD, SHAWN W.",,TRUE,6,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"COLLINS, PHIL",PROHIBITION PARTY,TRUE,9,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"HODGES, PAUL",,TRUE,13,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,155,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,TRUE,20,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"KISHORE, JOSEPH",INDEPENDENT,TRUE,28,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"MARTIN, DAVID A.",,TRUE,3,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"WEST, KANYE",THE BIRTHDAY PARTY,TRUE,1897,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"BLANKENSHIP, DON",CONSTITUTION PARTY,TRUE,43,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"BELLAR, BARBARA",,TRUE,2,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"CHARLES, MARK",INDEPENDENT,TRUE,98,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"HUNTER, DARIO",,TRUE,8,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,"MONTANYE, RICHARD CHARLES",,TRUE,1,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,BLANK VOTES,,FALSE,43541,8661735,20210113,OTHER
NEW YORK,NY,36,21,13,VOID,,FALSE,23368,8661735,20210113,OTHER
NORTH CAROLINA,NC,37,56,47,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2758773,5524802,20210113,REPUBLICAN
NORTH CAROLINA,NC,37,56,47,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2684292,5524802,20210113,DEMOCRAT
NORTH CAROLINA,NC,37,56,47,"JORGENSEN, JO",LIBERTARIAN,FALSE,48678,5524802,20210113,LIBERTARIAN
NORTH CAROLINA,NC,37,56,47,"HAWKINS, HOWIE",GREEN,FALSE,12195,5524802,20210113,OTHER
NORTH CAROLINA,NC,37,56,47,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,7549,5524802,20210113,OTHER
NORTH CAROLINA,NC,37,56,47,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,119,5524802,20210113,OTHER
NORTH CAROLINA,NC,37,56,47,,,TRUE,13196,5524802,20210113,OTHER
NORTH DAKOTA,ND,38,44,36,"TRUMP, DONALD J.",REPUBLICAN,FALSE,235595,361819,20210113,REPUBLICAN
NORTH DAKOTA,ND,38,44,36,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,114902,361819,20210113,DEMOCRAT
NORTH DAKOTA,ND,38,44,36,"JORGENSEN, JO",LIBERTARIAN,FALSE,9393,361819,20210113,LIBERTARIAN
NORTH DAKOTA,ND,38,44,36,,,TRUE,1929,361819,20210113,OTHER
OHIO,OH,39,31,24,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3154834,5922202,20210113,REPUBLICAN
OHIO,OH,39,31,24,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2679165,5922202,20210113,DEMOCRAT
OHIO,OH,39,31,24,"JORGENSEN, JO",LIBERTARIAN,FALSE,67569,5922202,20210113,LIBERTARIAN
OHIO,OH,39,31,24,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,3,5922202,20210113,OTHER
OHIO,OH,39,31,24,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,1450,5922202,20210113,OTHER
OHIO,OH,39,31,24,"HAWKINS, HOWIE",GREEN,FALSE,18812,5922202,20210113,OTHER
OHIO,OH,39,31,24,"HOEFLING, TOM",,TRUE,114,5922202,20210113,OTHER
OHIO,OH,39,31,24,"HUNTER, DARIO",,TRUE,27,5922202,20210113,OTHER
OHIO,OH,39,31,24,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,212,5922202,20210113,OTHER
OHIO,OH,39,31,24,"WELLS, KASEY",INDEPENDENT,TRUE,16,5922202,20210113,OTHER
OKLAHOMA,OK,40,73,53,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1020280,1560699,20210113,REPUBLICAN
OKLAHOMA,OK,40,73,53,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,503890,1560699,20210113,DEMOCRAT
OKLAHOMA,OK,40,73,53,"JORGENSEN, JO",LIBERTARIAN,FALSE,24731,1560699,20210113,LIBERTARIAN
OKLAHOMA,OK,40,73,53,"SIMMONS, JADE",INDEPENDENT,FALSE,3654,1560699,20210113,OTHER
OKLAHOMA,OK,40,73,53,"WEST, KANYE",INDEPENDENT,FALSE,5597,1560699,20210113,OTHER
OKLAHOMA,OK,40,73,53,"PIERCE, BROCK",INDEPENDENT,FALSE,2547,1560699,20210113,OTHER
OREGON,OR,41,92,72,"TRUMP, DONALD J.",REPUBLICAN,FALSE,958448,2374321,20210113,REPUBLICAN
OREGON,OR,41,92,72,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1340383,2374321,20210113,DEMOCRAT
OREGON,OR,41,92,72,"JORGENSEN, JO",LIBERTARIAN,FALSE,41582,2374321,20210113,LIBERTARIAN
OREGON,OR,41,92,72,"HAWKINS, HOWIE",PACIFIC GREEN,FALSE,11831,2374321,20210113,OTHER
OREGON,OR,41,92,72,"HUNTER, DARIO",PROGRESSIVE PARTY,FALSE,4988,2374321,20210113,OTHER
OREGON,OR,41,92,72,,,TRUE,17089,2374321,20210113,OTHER
PENNSYLVANIA,PA,42,23,14,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3377674,6915283,20210113,REPUBLICAN
PENNSYLVANIA,PA,42,23,14,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,3458229,6915283,20210113,DEMOCRAT
PENNSYLVANIA,PA,42,23,14,"JORGENSEN, JO",LIBERTARIAN,FALSE,79380,6915283,20210113,LIBERTARIAN
RHODE ISLAND,RI,44,15,5,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,307486,516990,20210113,DEMOCRAT
RHODE ISLAND,RI,44,15,5,"TRUMP, DONALD J.",REPUBLICAN,FALSE,199922,516990,20210113,REPUBLICAN
RHODE ISLAND,RI,44,15,5,"JORGENSEN, JO",LIBERTARIAN,FALSE,5053,516990,20210113,LIBERTARIAN
RHODE ISLAND,RI,44,15,5,,,TRUE,2759,516990,20210113,OTHER
RHODE ISLAND,RI,44,15,5,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,923,516990,20210113,OTHER
RHODE ISLAND,RI,44,15,5,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,FALSE,847,516990,20210113,OTHER
SOUTH CAROLINA,SC,45,57,48,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,FALSE,767,2514096,20210113,OTHER
SOUTH CAROLINA,SC,45,57,48,"HAWKINS, HOWIE",GREEN,FALSE,6907,2514096,20210113,OTHER
SOUTH CAROLINA,SC,45,57,48,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1385103,2514096,20210113,REPUBLICAN
SOUTH CAROLINA,SC,45,57,48,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,FALSE,1862,2514096,20210113,OTHER
SOUTH CAROLINA,SC,45,57,48,"JORGENSEN, JO",LIBERTARIAN,FALSE,27916,2514096,20210113,LIBERTARIAN
SOUTH CAROLINA,SC,45,57,48,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1091541,2514096,20210113,DEMOCRAT
SOUTH DAKOTA,SD,46,45,37,"TRUMP, DONALD J.",REPUBLICAN,FALSE,261043,422609,20210113,REPUBLICAN
SOUTH DAKOTA,SD,46,45,37,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,150471,422609,20210113,DEMOCRAT
SOUTH DAKOTA,SD,46,45,37,"JORGENSEN, JO",LIBERTARIAN,FALSE,11095,422609,20210113,LIBERTARIAN
TENNESSEE,TN,47,62,54,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1852475,3053851,20210113,REPUBLICAN
TENNESSEE,TN,47,62,54,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1143711,3053851,20210113,DEMOCRAT
TENNESSEE,TN,47,62,54,"BLANKENSHIP, DON",INDEPENDENT,FALSE,5365,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,FALSE,1860,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"HAWKINS, HOWIE",INDEPENDENT,FALSE,4545,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"JORGENSEN, JO",INDEPENDENT,FALSE,29877,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"KENNEDY, ALYSON",INDEPENDENT,FALSE,2576,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"LA RIVA, GLORIA ESTELLA",INDEPENDENT,FALSE,2301,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"WEST, KANYE",INDEPENDENT,FALSE,10279,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,1,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,TRUE,762,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"HOEFLING, TOM",,TRUE,31,3053851,20210113,OTHER
TENNESSEE,TN,47,62,54,"SIMMONS, JADE",BECOMING ONE NATION,TRUE,68,3053851,20210113,OTHER
TEXAS,TX,48,74,49,"TRUMP, DONALD J.",REPUBLICAN,FALSE,5890347,11315056,20210113,REPUBLICAN
TEXAS,TX,48,74,49,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,5259126,11315056,20210113,DEMOCRAT
TEXAS,TX,48,74,49,"JORGENSEN, JO",LIBERTARIAN,FALSE,126243,11315056,20210113,LIBERTARIAN
TEXAS,TX,48,74,49,"HAWKINS, HOWIE",GREEN,FALSE,33396,11315056,20210113,OTHER
TEXAS,TX,48,74,49,"BODDIE, R. PRESIDENT",INDEPENDENT,TRUE,2012,11315056,20210113,OTHER
